"","council_id","share_above_60","share_council_rent","share_high_skill"
"113",145,22.4352874755859,21.5760669708252,32
"114",146,20.1872119903564,23.8872108459473,32
"115",147,20.0104961395264,23.50905418396,32
"116",148,23.1509609222412,14.2851114273071,32
"117",149,18.6666278839111,10.941309928894,32
"118",150,19.3345718383789,29.6654853820801,32
"119",151,21.3314533233643,16.9325714111328,32
"120",152,14.7215023040771,24.668701171875,32
"121",153,21.5309638977051,21.3298473358154,27.6
"122",154,24.7409534454346,18.0434741973877,27.6
"123",155,21.2055358886719,27.9916019439697,27.6
"124",157,20.9812469482422,19.7984981536865,27.6
"125",158,18.0275783538818,31.9366016387939,27.6
"126",159,24.7679500579834,18.708459854126,27.6
"127",160,19.7230987548828,23.8023338317871,27.6
"128",161,17.9918270111084,19.7194137573242,34.4
"129",162,20.0325679779053,17.958740234375,29.3
"130",163,20.0096473693848,18.2973480224609,29.3
"131",164,25.4916839599609,15.6765642166138,29.3
"132",165,24.8446769714355,16.4168529510498,29.3
"133",166,20.5114994049072,10.2733154296875,29.3
