"","council_id","leave_share","BNP_vote_share","Conservative_vote_share","Green_vote_share","LD_vote_share","Labour_vote_share","UKIP_vote_share","agriculture","eu_eco_dependence","fiscal_cuts","eu_15_imm_growth","immigrant_share","median_wage_growth","unemployment"
"113",145,42.34855901244,0.647770643234253,21.2662773132324,6.54182577133179,9.84150981903076,18.4844799041748,10.4366693496704,1.71,4.1,-50.7938385009766,0.3282650411129,8.84615384615385,-3.01640939712524,7.5
"114",146,41.5137228084201,0.739779353141785,21.5361080169678,7.44692707061768,12.9758043289185,16.7534999847412,12.5799570083618,1.03,4.1,-39.898567199707,0.34339103102684,5.58252427184466,7.9848484992981,6.1
"115",147,36.538841473052,0.557681381702423,18.9788990020752,14.0741634368896,7.6817045211792,24.2039451599121,8.41498374938965,1.78,4.1,-102.740570068359,0.342047274112701,4.81283422459893,2.75495457649231,5.2
"116",148,41.5349539390578,0.82095068693161,13.332239151001,6.04219675064087,3.63681125640869,31.4013633728027,9.99917888641357,5.77,4.1,-150.984252929688,0.447716474533081,5.30973451327434,3.09844565391541,3.8
"117",149,25.5646190555463,0.69864422082901,13.6017293930054,6.52249813079834,8.68502044677734,30.6759395599365,10.3868741989136,0.5,4.1,-157.912811279297,1.01131463050842,15.8110882956879,-6.78718852996826,3.7
"118",150,43.2397991369956,0.923181414604187,8.47922039031982,11.8554706573486,2.95634174346924,35.2568855285645,9.75515651702881,0.466666666666667,4.1,-85.4678039550781,0.131550848484039,5.12820512820513,3.31096053123474,7.2
"119",151,36.4191649891667,0.702784657478333,21.9662818908691,7.19454431533813,11.0702781677246,20.8259143829346,11.6897134780884,2.79,4.1,-174.379318237305,0.2685826420784,9.4017094017094,3.67371582984924,4.2
"120",152,41.7453789487956,1.02860522270203,11.6104955673218,6.16708040237427,3.24283719062805,31.7047080993652,11.8972301483154,0.7,4.1,-63.7842102050781,0.190279364585876,5.68181818181818,5.60937833786011,6.4
"121",153,32.4507074265583,0.584842026233673,19.261438369751,6.74965238571167,3.8973491191864,26.6422710418701,9.45015239715576,0.328571428571429,7.9,-84.2065963745117,0.0768769159913063,3.57142857142857,-1.83153176307678,6
"122",154,46.9389236333724,0.898321449756622,14.1548261642456,4.66697692871094,2.25117206573486,33.1913681030273,9.85290431976318,7.2,7.9,-75.9099731445312,0.0724122747778893,3.37837837837838,-3.26394820213318,5
"123",155,42.3274851001699,0.521623134613037,19.6700420379639,8.70079517364502,10.3445138931274,26.1145153045654,10.2323036193848,1,7.9,7.97392463684082,0.0683454945683479,1.56862745098039,-4.19674777984619,9
"124",157,32.6064705620578,0.959906935691833,16.2440814971924,6.93750905990601,6.17152261734009,22.4430770874023,12.9926795959473,0.25,7.9,-52.7272682189941,0.0866098329424858,4.95626822157434,1.88350713253021,5.4
